"species","genus","family","species.relative","genus.relative","family.in.genus.list","output.note"
"Silene dioica","Silene","Caryophyllaceae",NA,NA,NA,"present in megatree"
"Silene exaltata","Silene","Caryophyllaceae",NA,NA,NA,"insertion based on genus"
"Silene flavescens","Silene","Caryophyllaceae",NA,NA,NA,"present in megatree"
"Silene flos-cuculi","Silene","Caryophyllaceae",NA,NA,NA,"present in megatree"
"Silene foetida","Silene","Caryophyllaceae",NA,NA,NA,"present in megatree"
"Silene frivaldskyana","Silene","Caryophyllaceae",NA,NA,NA,"insertion based on genus"
"Silene gallica","Silene","Caryophyllaceae",NA,NA,NA,"present in megatree"
"Silene italica","Silene","Caryophyllaceae",NA,NA,NA,"present in megatree"
"Silene latifolia","Silene","Caryophyllaceae",NA,NA,NA,"present in megatree"
"Silene mellifera","Silene","Caryophyllaceae",NA,NA,NA,"present in megatree"
"Silene multicaulis","Silene","Caryophyllaceae",NA,NA,NA,"present in megatree"
"Silene noctiflora","Silene","Caryophyllaceae",NA,NA,NA,"present in megatree"
"Silene nocturna","Silene","Caryophyllaceae",NA,NA,NA,"present in megatree"
"Silene nutans","Silene","Caryophyllaceae",NA,NA,NA,"present in megatree"
"Silene otites","Silene","Caryophyllaceae",NA,NA,NA,"present in megatree"
"Silene paradoxa","Silene","Caryophyllaceae",NA,NA,NA,"present in megatree"
"Silene radicosa","Silene","Caryophyllaceae",NA,NA,NA,"present in megatree"
"Silene roemeri","Silene","Caryophyllaceae",NA,NA,NA,"present in megatree"
"Silene saxatilis","Silene","Caryophyllaceae",NA,NA,NA,"present in megatree"
"Silene sedoides","Silene","Caryophyllaceae",NA,NA,NA,"present in megatree"
"Silene succulenta","Silene","Caryophyllaceae",NA,NA,NA,"present in megatree"
"Silene tatarica","Silene","Caryophyllaceae",NA,NA,NA,"insertion based on genus"
"Silene thymifolia","Silene","Caryophyllaceae",NA,NA,NA,"insertion based on genus"
"Silene uniflora","Silene","Caryophyllaceae",NA,NA,NA,"present in megatree"
"Silene viridiflora","Silene","Caryophyllaceae",NA,NA,NA,"present in megatree"
"Silene viscosa","Silene","Caryophyllaceae",NA,NA,NA,"present in megatree"
"Silene vulgaris","Silene","Caryophyllaceae",NA,NA,NA,"present in megatree"
"Siler montanum","Siler","Apiaceae",NA,NA,NA,"present in megatree"
"Silphiodaucus hispidus","Silphiodaucus","Apiaceae",NA,NA,NA,"present in megatree"
"Silybum marianum","Silybum","Asteraceae",NA,NA,NA,"present in megatree"
"Sison amomum","Sison","Apiaceae",NA,NA,NA,"insertion based on family"
"Sisymbrium altissimum","Sisymbrium","Brassicaceae",NA,NA,NA,"present in megatree"
"Sisymbrium austriacum","Sisymbrium","Brassicaceae",NA,NA,NA,"present in megatree"
"Sisymbrium irio","Sisymbrium","Brassicaceae",NA,NA,NA,"present in megatree"
"Sisymbrium officinale","Sisymbrium","Brassicaceae",NA,NA,NA,"present in megatree"
"Sisymbrium strictissimum","Sisymbrium","Brassicaceae",NA,NA,NA,"insertion based on genus"
"Sium latifolium","Sium","Apiaceae",NA,NA,NA,"present in megatree"
"Smyrnium olusatrum","Smyrnium","Apiaceae",NA,NA,NA,"present in megatree"
"Solanum dulcamara","Solanum","Solanaceae",NA,NA,NA,"present in megatree"
"Solanum nigrum","Solanum","Solanaceae",NA,NA,NA,"insertion based on genus"
"Soldanella alpina","Soldanella","Primulaceae",NA,NA,NA,"present in megatree"
"Solidago gigantea","Solidago","Asteraceae",NA,NA,NA,"present in megatree"
"Solidago virgaurea","Solidago","Asteraceae",NA,NA,NA,"present in megatree"
"Sonchus arvensis","Sonchus","Asteraceae",NA,NA,NA,"present in megatree"
"Sonchus asper","Sonchus","Asteraceae",NA,NA,NA,"present in megatree"
"Sonchus oleraceus","Sonchus","Asteraceae",NA,NA,NA,"present in megatree"
"Sonchus palustris","Sonchus","Asteraceae",NA,NA,NA,"insertion based on genus"
"Sonchus tenerrimus","Sonchus","Asteraceae",NA,NA,NA,"present in megatree"
"Sorbus aucuparia","Sorbus","Rosaceae",NA,NA,NA,"present in megatree"
"Sparganium erectum","Sparganium","Typhaceae",NA,NA,NA,"present in megatree"
"Spartium junceum","Spartium","Fabaceae",NA,NA,NA,"present in megatree"
"Spergula arvensis","Spergula","Caryophyllaceae",NA,NA,NA,"present in megatree"
"Spergularia bocconei","Spergularia","Caryophyllaceae",NA,NA,NA,"present in megatree"
"Spergularia marina","Spergularia","Caryophyllaceae",NA,NA,NA,"present in megatree"
"Spergularia media","Spergularia","Caryophyllaceae",NA,NA,NA,"present in megatree"
"Spergularia rubra","Spergularia","Caryophyllaceae",NA,NA,NA,"present in megatree"
"Spergularia rupicola","Spergularia","Caryophyllaceae",NA,NA,NA,"present in megatree"
"Spiranthes spiralis","Spiranthes","Orchidaceae",NA,NA,NA,"present in megatree"
"Sporobolus aculeatus","Sporobolus","Poaceae",NA,NA,NA,"present in megatree"
"Stachys alpina","Stachys","Lamiaceae",NA,NA,NA,"present in megatree"
"Stachys cretica","Stachys","Lamiaceae",NA,NA,NA,"present in megatree"
"Stachys germanica","Stachys","Lamiaceae",NA,NA,NA,"insertion based on genus"
"Stachys maritima","Stachys","Lamiaceae",NA,NA,NA,"insertion based on genus"
"Stachys ocymastrum","Stachys","Lamiaceae",NA,NA,NA,"insertion based on genus"
"Stachys palustris","Stachys","Lamiaceae",NA,NA,NA,"present in megatree"
"Stachys recta","Stachys","Lamiaceae",NA,NA,NA,"present in megatree"
"Stachys sylvatica","Stachys","Lamiaceae",NA,NA,NA,"present in megatree"
"Staehelina dubia","Staehelina","Asteraceae",NA,NA,NA,"present in megatree"
"Stellaria alsine","Stellaria","Caryophyllaceae",NA,NA,NA,"present in megatree"
"Stellaria apetala","Stellaria","Caryophyllaceae",NA,NA,NA,"present in megatree"
"Stellaria aquatica","Stellaria","Caryophyllaceae",NA,NA,NA,"insertion based on genus"
"Stellaria graminea","Stellaria","Caryophyllaceae",NA,NA,NA,"present in megatree"
"Stellaria media","Stellaria","Caryophyllaceae",NA,NA,NA,"present in megatree"
"Stellaria neglecta","Stellaria","Caryophyllaceae",NA,NA,NA,"present in megatree"
"Stellaria nemorum","Stellaria","Caryophyllaceae",NA,NA,NA,"present in megatree"
"Stellaria palustris","Stellaria","Caryophyllaceae",NA,NA,NA,"insertion based on genus"
"Stipa capillata","Stipa","Poaceae",NA,NA,NA,"insertion based on genus"
"Stipellula capensis","Stipellula","Poaceae",NA,NA,NA,"present in megatree"
"Suaeda altissima","Suaeda","Chenopodiaceae",NA,NA,"Amaranthaceae","present in megatree"
"Suaeda maritima","Suaeda","Chenopodiaceae",NA,NA,"Amaranthaceae","present in megatree"
"Suaeda vera","Suaeda","Chenopodiaceae",NA,NA,"Amaranthaceae","present in megatree"
"Succisa pratensis","Succisa","Dipsacaceae",NA,NA,"Caprifoliaceae","present in megatree"
"Sulla coronaria","Sulla","Fabaceae",NA,NA,NA,"present in megatree"
"Sulla spinosissima","Sulla","Fabaceae",NA,NA,NA,"present in megatree"
"Symphytum officinale","Symphytum","Boraginaceae",NA,NA,NA,"present in megatree"
"Syringa vulgaris","Syringa","Oleaceae",NA,NA,NA,"present in megatree"
"Taeniatherum caput-medusae","Taeniatherum","Poaceae",NA,NA,NA,"present in megatree"
"Takhtajaniantha austriaca","Takhtajaniantha","Asteraceae",NA,NA,NA,"present in megatree"
"Tanacetum corymbosum","Tanacetum","Asteraceae",NA,NA,NA,"insertion based on genus"
"Tanacetum parthenium","Tanacetum","Asteraceae",NA,NA,NA,"present in megatree"
"Tanacetum vulgare","Tanacetum","Asteraceae",NA,NA,NA,"present in megatree"
"Taraxacum confusum","Taraxacum","Asteraceae",NA,NA,NA,"insertion based on genus"
"Taraxacum stevenii","Taraxacum","Asteraceae",NA,NA,NA,"present in megatree"
"Teesdalia nudicaulis","Teesdalia","Brassicaceae",NA,NA,NA,"present in megatree"
"Teucrium botrys","Teucrium","Lamiaceae",NA,NA,NA,"present in megatree"
"Teucrium chamaedrys","Teucrium","Lamiaceae",NA,NA,NA,"present in megatree"
"Teucrium divaricatum","Teucrium","Lamiaceae",NA,NA,NA,"present in megatree"
"Teucrium expassum","Teucrium","Lamiaceae",NA,NA,NA,"insertion based on genus"
"Teucrium flavum","Teucrium","Lamiaceae",NA,NA,NA,"insertion based on genus"
"Teucrium massiliense","Teucrium","Lamiaceae",NA,NA,NA,"present in megatree"
"Teucrium polium","Teucrium","Lamiaceae",NA,NA,NA,"present in megatree"
"Teucrium scordium","Teucrium","Lamiaceae",NA,NA,NA,"present in megatree"
"Teucrium scorodonia","Teucrium","Lamiaceae",NA,NA,NA,"present in megatree"
"Thalictrum aquilegiifolium","Thalictrum","Ranunculaceae",NA,NA,NA,"insertion based on genus"
"Thalictrum flavum","Thalictrum","Ranunculaceae",NA,NA,NA,"present in megatree"
"Thalictrum lucidum","Thalictrum","Ranunculaceae",NA,NA,NA,"present in megatree"
"Thalictrum simplex","Thalictrum","Ranunculaceae",NA,NA,NA,"present in megatree"
"Thapsia villosa","Thapsia","Apiaceae",NA,NA,NA,"present in megatree"
"Thinopyrum intermedium","Thinopyrum","Poaceae",NA,NA,NA,"insertion based on family"
"Thinopyrum junceum","Thinopyrum","Poaceae",NA,NA,NA,"insertion based on family"
"Thlaspi arvense","Thlaspi","Brassicaceae",NA,NA,NA,"present in megatree"
"Thliphthisa rigida","Thliphthisa","Rubiaceae",NA,NA,NA,"insertion based on family"
"Thymbra capitata","Thymbra","Lamiaceae",NA,NA,NA,"insertion based on genus"
"Thymelaea passerina","Thymelaea","Thymelaeaceae",NA,NA,NA,"insertion based on genus"
"Thymus leucotrichus","Thymus","Lamiaceae",NA,NA,NA,"insertion based on genus"
"Thymus praecox","Thymus","Lamiaceae",NA,NA,NA,"insertion based on genus"
"Thymus pulegioides","Thymus","Lamiaceae",NA,NA,NA,"present in megatree"
"Thymus serpyllum","Thymus","Lamiaceae",NA,NA,NA,"present in megatree"
"Thymus vulgaris","Thymus","Lamiaceae",NA,NA,NA,"present in megatree"
"Tofieldia calyculata","Tofieldia","Tofieldiaceae",NA,NA,NA,"present in megatree"
"Tofieldia pusilla","Tofieldia","Tofieldiaceae",NA,NA,NA,"present in megatree"
"Tolpis barbata","Tolpis","Asteraceae",NA,NA,NA,"present in megatree"
"Tordylium maximum","Tordylium","Apiaceae",NA,NA,NA,"present in megatree"
"Torilis arvensis","Torilis","Apiaceae",NA,NA,NA,"present in megatree"
"Torilis japonica","Torilis","Apiaceae",NA,NA,NA,"present in megatree"
"Torilis leptophylla","Torilis","Apiaceae",NA,NA,NA,"present in megatree"
"Torilis nodosa","Torilis","Apiaceae",NA,NA,NA,"present in megatree"
"Torminalis glaberrima","Torminalis","Rosaceae",NA,NA,NA,"present in megatree"
"Tragopogon dubius","Tragopogon","Asteraceae",NA,NA,NA,"present in megatree"
"Tragopogon porrifolius","Tragopogon","Asteraceae",NA,NA,NA,"present in megatree"
"Tragopogon pratensis","Tragopogon","Asteraceae",NA,NA,NA,"present in megatree"
"Tragus racemosus","Tragus","Poaceae",NA,NA,NA,"present in megatree"
"Trapa natans","Trapa","Lythraceae",NA,NA,NA,"present in megatree"
"Trichophorum cespitosum","Trichophorum","Cyperaceae",NA,NA,NA,"present in megatree"
"Trifolium alpestre","Trifolium","Fabaceae",NA,NA,NA,"present in megatree"
"Trifolium alpinum","Trifolium","Fabaceae",NA,NA,NA,"present in megatree"
"Trifolium angustifolium","Trifolium","Fabaceae",NA,NA,NA,"present in megatree"
"Trifolium arvense","Trifolium","Fabaceae",NA,NA,NA,"present in megatree"
"Trifolium aureum","Trifolium","Fabaceae",NA,NA,NA,"present in megatree"
"Trifolium badium","Trifolium","Fabaceae",NA,NA,NA,"present in megatree"
"Trifolium bocconei","Trifolium","Fabaceae",NA,NA,NA,"present in megatree"
"Trifolium boissieri","Trifolium","Fabaceae",NA,NA,NA,"present in megatree"
"Trifolium campestre","Trifolium","Fabaceae",NA,NA,NA,"present in megatree"
"Trifolium cherleri","Trifolium","Fabaceae",NA,NA,NA,"present in megatree"
"Trifolium dalmaticum","Trifolium","Fabaceae",NA,NA,NA,"present in megatree"
"Trifolium diffusum","Trifolium","Fabaceae",NA,NA,NA,"present in megatree"
"Trifolium dubium","Trifolium","Fabaceae",NA,NA,NA,"present in megatree"
"Trifolium echinatum","Trifolium","Fabaceae",NA,NA,NA,"present in megatree"
"Trifolium fragiferum","Trifolium","Fabaceae",NA,NA,NA,"present in megatree"
"Trifolium glomeratum","Trifolium","Fabaceae",NA,NA,NA,"present in megatree"
"Trifolium grandiflorum","Trifolium","Fabaceae",NA,NA,NA,"present in megatree"
"Trifolium hirtum","Trifolium","Fabaceae",NA,NA,NA,"present in megatree"
"Trifolium hybridum","Trifolium","Fabaceae",NA,NA,NA,"present in megatree"
"Trifolium lappaceum","Trifolium","Fabaceae",NA,NA,NA,"present in megatree"
"Trifolium leucanthum","Trifolium","Fabaceae",NA,NA,NA,"present in megatree"
"Trifolium medium","Trifolium","Fabaceae",NA,NA,NA,"present in megatree"
"Trifolium micranthum","Trifolium","Fabaceae",NA,NA,NA,"present in megatree"
"Trifolium montanum","Trifolium","Fabaceae",NA,NA,NA,"insertion based on genus"
"Trifolium nigrescens","Trifolium","Fabaceae",NA,NA,NA,"present in megatree"
"Trifolium ochroleucon","Trifolium","Fabaceae",NA,NA,NA,"present in megatree"
"Trifolium ornithopodioides","Trifolium","Fabaceae",NA,NA,NA,"present in megatree"
"Trifolium pallescens","Trifolium","Fabaceae",NA,NA,NA,"present in megatree"
"Trifolium pallidum","Trifolium","Fabaceae",NA,NA,NA,"present in megatree"
"Trifolium physodes","Trifolium","Fabaceae",NA,NA,NA,"present in megatree"
"Trifolium polyphyllum","Trifolium","Fabaceae",NA,NA,NA,"present in megatree"
"Trifolium pratense","Trifolium","Fabaceae",NA,NA,NA,"present in megatree"
"Trifolium purpureum","Trifolium","Fabaceae",NA,NA,NA,"present in megatree"
"Trifolium repens","Trifolium","Fabaceae",NA,NA,NA,"present in megatree"
"Trifolium resupinatum","Trifolium","Fabaceae",NA,NA,NA,"present in megatree"
"Trifolium rubens","Trifolium","Fabaceae",NA,NA,NA,"present in megatree"
"Trifolium scabrum","Trifolium","Fabaceae",NA,NA,NA,"present in megatree"
"Trifolium squamosum","Trifolium","Fabaceae",NA,NA,NA,"present in megatree"
"Trifolium stellatum","Trifolium","Fabaceae",NA,NA,NA,"present in megatree"
"Trifolium striatum","Trifolium","Fabaceae",NA,NA,NA,"present in megatree"
"Trifolium strictum","Trifolium","Fabaceae",NA,NA,NA,"present in megatree"
"Trifolium subterraneum","Trifolium","Fabaceae",NA,NA,NA,"present in megatree"
"Trifolium suffocatum","Trifolium","Fabaceae",NA,NA,NA,"present in megatree"
"Trifolium sylvaticum","Trifolium","Fabaceae",NA,NA,NA,"present in megatree"
"Trifolium tenuifolium","Trifolium","Fabaceae",NA,NA,NA,"insertion based on genus"
"Trifolium thalii","Trifolium","Fabaceae",NA,NA,NA,"present in megatree"
"Trifolium tomentosum","Trifolium","Fabaceae",NA,NA,NA,"present in megatree"
"Triglochin maritima","Triglochin","Juncaginaceae",NA,NA,NA,"present in megatree"
"Triglochin palustris","Triglochin","Juncaginaceae",NA,NA,NA,"present in megatree"
"Trigonella balansae","Trigonella","Fabaceae",NA,NA,NA,"present in megatree"
"Trigonella gladiata","Trigonella","Fabaceae",NA,NA,NA,"present in megatree"
"Trinia glauca","Trinia","Apiaceae",NA,NA,NA,"insertion based on family"
"Triplachne nitens","Triplachne","Poaceae",NA,NA,NA,"present in megatree"
"Tripleurospermum caucasicum","Tripleurospermum","Asteraceae",NA,NA,NA,"insertion based on genus"
"Tripleurospermum maritimum","Tripleurospermum","Asteraceae",NA,NA,NA,"insertion based on genus"
"Tripleurospermum tenuifolium","Tripleurospermum","Asteraceae",NA,NA,NA,"insertion based on genus"
"Tripodion tetraphyllum","Tripodion","Fabaceae",NA,NA,NA,"insertion based on family"
"Tripolium pannonicum","Tripolium","Asteraceae",NA,NA,NA,"present in megatree"
"Trisetaria panicea","Trisetaria","Poaceae",NA,NA,NA,"insertion based on genus"
"Trisetum flavescens","Trisetum","Poaceae",NA,NA,NA,"present in megatree"
"Trocdaris verticillata","Trocdaris","Apiaceae",NA,NA,NA,"insertion based on genus"
"Trollius europaeus","Trollius","Ranunculaceae",NA,NA,NA,"present in megatree"
"Tuberaria guttata","Tuberaria","Cistaceae",NA,NA,NA,"present in megatree"
"Tulipa cretica","Tulipa","Liliaceae",NA,NA,NA,"present in megatree"
"Tulipa sylvestris","Tulipa","Liliaceae",NA,NA,NA,"present in megatree"
"Turritis glabra","Turritis","Brassicaceae",NA,NA,NA,"present in megatree"
"Tussilago farfara","Tussilago","Asteraceae",NA,NA,NA,"present in megatree"
"Typha angustifolia","Typha","Typhaceae",NA,NA,NA,"present in megatree"
"Typha domingensis","Typha","Typhaceae",NA,NA,NA,"present in megatree"
"Typha latifolia","Typha","Typhaceae",NA,NA,NA,"present in megatree"
"Typha minima","Typha","Typhaceae",NA,NA,NA,"present in megatree"
"Tyrimnus leucographus","Tyrimnus","Asteraceae",NA,NA,NA,"present in megatree"
"Ulex europaeus","Ulex","Fabaceae",NA,NA,NA,"present in megatree"
"Ulex gallii","Ulex","Fabaceae",NA,NA,NA,"present in megatree"
"Ulex minor","Ulex","Fabaceae",NA,NA,NA,"present in megatree"
"Ulmus glabra","Ulmus","Ulmaceae",NA,NA,NA,"present in megatree"
"Ulmus minor","Ulmus","Ulmaceae",NA,NA,NA,"present in megatree"
"Umbilicus luteus","Umbilicus","Crassulaceae",NA,NA,NA,"insertion based on genus"
"Umbilicus rupestris","Umbilicus","Crassulaceae",NA,NA,NA,"present in megatree"
"Urospermum dalechampii","Urospermum","Asteraceae",NA,NA,NA,"present in megatree"
"Urospermum picroides","Urospermum","Asteraceae",NA,NA,NA,"present in megatree"
"Urtica dioica","Urtica","Urticaceae",NA,NA,NA,"present in megatree"
"Urtica urens","Urtica","Urticaceae",NA,NA,NA,"present in megatree"
"Vaccinium myrtillus","Vaccinium","Ericaceae",NA,NA,NA,"present in megatree"
"Vaccinium uliginosum","Vaccinium","Ericaceae",NA,NA,NA,"present in megatree"
"Vaccinium vitis-idaea","Vaccinium","Ericaceae",NA,NA,NA,"insertion based on genus"
"Valeriana coronata","Valeriana","Valerianaceae",NA,NA,"Caprifoliaceae","insertion based on genus"
"Valeriana dentata","Valeriana","Valerianaceae",NA,NA,"Caprifoliaceae","insertion based on genus"
"Valeriana dioica","Valeriana","Valerianaceae",NA,NA,"Caprifoliaceae","present in megatree"
"Valeriana locusta","Valeriana","Valerianaceae",NA,NA,"Caprifoliaceae","insertion based on genus"
"Valeriana officinalis","Valeriana","Valerianaceae",NA,NA,"Caprifoliaceae","present in megatree"
"Valeriana rimosa","Valeriana","Valerianaceae",NA,NA,"Caprifoliaceae","insertion based on genus"
"Valeriana rubra","Valeriana","Valerianaceae",NA,NA,"Caprifoliaceae","insertion based on genus"
"Veratrum nigrum","Veratrum","Melanthiaceae",NA,NA,NA,"present in megatree"
"Verbascum arcturus","Verbascum","Scrophulariaceae",NA,NA,NA,"present in megatree"
"Verbascum chaixii","Verbascum","Scrophulariaceae",NA,NA,NA,"insertion based on genus"
"Verbascum densiflorum","Verbascum","Scrophulariaceae",NA,NA,NA,"insertion based on genus"
"Verbascum longifolium","Verbascum","Scrophulariaceae",NA,NA,NA,"insertion based on genus"
"Verbascum lychnitis","Verbascum","Scrophulariaceae",NA,NA,NA,"insertion based on genus"
"Verbascum nigrum","Verbascum","Scrophulariaceae",NA,NA,NA,"insertion based on genus"
"Verbascum orientale","Verbascum","Scrophulariaceae",NA,NA,NA,"insertion based on genus"
"Verbascum phlomoides","Verbascum","Scrophulariaceae",NA,NA,NA,"present in megatree"
"Verbascum phoeniceum","Verbascum","Scrophulariaceae",NA,NA,NA,"insertion based on genus"
"Verbascum pulverulentum","Verbascum","Scrophulariaceae",NA,NA,NA,"insertion based on genus"
"Verbascum speciosum","Verbascum","Scrophulariaceae",NA,NA,NA,"present in megatree"
"Verbascum spinosum","Verbascum","Scrophulariaceae",NA,NA,NA,"insertion based on genus"
"Verbascum thapsus","Verbascum","Scrophulariaceae",NA,NA,NA,"insertion based on genus"
"Verbena officinalis","Verbena","Verbenaceae",NA,NA,NA,"present in megatree"
"Veronica allionii","Veronica","Plantaginaceae",NA,NA,NA,"present in megatree"
"Veronica alpina","Veronica","Plantaginaceae",NA,NA,NA,"present in megatree"
"Veronica anagallis-aquatica","Veronica","Plantaginaceae",NA,NA,NA,"insertion based on genus"
"Veronica anagalloides","Veronica","Plantaginaceae",NA,NA,NA,"present in megatree"
"Veronica arvensis","Veronica","Plantaginaceae",NA,NA,NA,"present in megatree"
"Veronica austriaca","Veronica","Plantaginaceae",NA,NA,NA,"present in megatree"
"Veronica beccabunga","Veronica","Plantaginaceae",NA,NA,NA,"present in megatree"
"Veronica catenata","Veronica","Plantaginaceae",NA,NA,NA,"present in megatree"
"Veronica chamaedrys","Veronica","Plantaginaceae",NA,NA,NA,"present in megatree"
"Veronica fruticans","Veronica","Plantaginaceae",NA,NA,NA,"present in megatree"
"Veronica gentianoides","Veronica","Plantaginaceae",NA,NA,NA,"present in megatree"
"Veronica hederifolia","Veronica","Plantaginaceae",NA,NA,NA,"insertion based on genus"
"Veronica longifolia","Veronica","Plantaginaceae",NA,NA,NA,"present in megatree"
"Veronica montana","Veronica","Plantaginaceae",NA,NA,NA,"present in megatree"
"Veronica officinalis","Veronica","Plantaginaceae",NA,NA,NA,"present in megatree"
"Veronica persica","Veronica","Plantaginaceae",NA,NA,NA,"present in megatree"
"Veronica polita","Veronica","Plantaginaceae",NA,NA,NA,"present in megatree"
"Veronica praecox","Veronica","Plantaginaceae",NA,NA,NA,"present in megatree"
"Veronica prostrata","Veronica","Plantaginaceae",NA,NA,NA,"present in megatree"
"Veronica scutellata","Veronica","Plantaginaceae",NA,NA,NA,"present in megatree"
"Veronica serpyllifolia","Veronica","Plantaginaceae",NA,NA,NA,"present in megatree"
"Veronica spicata","Veronica","Plantaginaceae",NA,NA,NA,"present in megatree"
"Veronica triphyllos","Veronica","Plantaginaceae",NA,NA,NA,"present in megatree"
"Veronica urticifolia","Veronica","Plantaginaceae",NA,NA,NA,"present in megatree"
"Veronica verna","Veronica","Plantaginaceae",NA,NA,NA,"present in megatree"
"Viburnum lantana","Viburnum","Viburnaceae",NA,NA,"Adoxaceae","present in megatree"
"Viburnum opulus","Viburnum","Viburnaceae",NA,NA,"Adoxaceae","present in megatree"
"Vicia bithynica","Vicia","Fabaceae",NA,NA,NA,"present in megatree"
"Vicia cassubica","Vicia","Fabaceae",NA,NA,NA,"present in megatree"
"Vicia cracca","Vicia","Fabaceae",NA,NA,NA,"present in megatree"
"Vicia cretica","Vicia","Fabaceae",NA,NA,NA,"present in megatree"
"Vicia disperma","Vicia","Fabaceae",NA,NA,NA,"present in megatree"
"Vicia hirsuta","Vicia","Fabaceae",NA,NA,NA,"present in megatree"
"Vicia hybrida","Vicia","Fabaceae",NA,NA,NA,"present in megatree"
"Vicia lathyroides","Vicia","Fabaceae",NA,NA,NA,"present in megatree"
"Vicia lutea","Vicia","Fabaceae",NA,NA,NA,"present in megatree"
"Vicia orobus","Vicia","Fabaceae",NA,NA,NA,"present in megatree"
"Vicia pannonica","Vicia","Fabaceae",NA,NA,NA,"present in megatree"
"Vicia peregrina","Vicia","Fabaceae",NA,NA,NA,"present in megatree"
"Vicia sativa","Vicia","Fabaceae",NA,NA,NA,"present in megatree"
"Vicia sepium","Vicia","Fabaceae",NA,NA,NA,"present in megatree"
"Vicia sylvatica","Vicia","Fabaceae",NA,NA,NA,"present in megatree"
"Vicia tenuifolia","Vicia","Fabaceae",NA,NA,NA,"present in megatree"
"Vicia tetrasperma","Vicia","Fabaceae",NA,NA,NA,"present in megatree"
"Vicia villosa","Vicia","Fabaceae",NA,NA,NA,"present in megatree"
"Vincetoxicum hirundinaria","Vincetoxicum","Apocynaceae",NA,NA,NA,"present in megatree"
"Viola arvensis","Viola","Violaceae",NA,NA,NA,"present in megatree"
"Viola lutea","Viola","Violaceae",NA,NA,NA,"present in megatree"
"Viola reichenbachiana","Viola","Violaceae",NA,NA,NA,"present in megatree"
"Viola riviniana","Viola","Violaceae",NA,NA,NA,"insertion based on genus"
"Viola scorpiuroides","Viola","Violaceae",NA,NA,NA,"present in megatree"
"Viola tricolor","Viola","Violaceae",NA,NA,NA,"present in megatree"
"Viscaria alpina","Viscaria","Caryophyllaceae",NA,NA,NA,"insertion based on genus"
"Viscaria vulgaris","Viscaria","Caryophyllaceae",NA,NA,NA,"present in megatree"
"Vitex agnus-castus","Vitex","Lamiaceae",NA,NA,NA,"present in megatree"
"Vitis vinifera","Vitis","Vitaceae",NA,NA,NA,"present in megatree"
"Willemetia stipitata","Willemetia","Asteraceae",NA,NA,NA,"present in megatree"
"Xanthium orientale","Xanthium","Asteraceae",NA,NA,NA,"insertion based on genus"
"Xeranthemum cylindraceum","Xeranthemum","Asteraceae",NA,NA,NA,"present in megatree"
"Xeranthemum inapertum","Xeranthemum","Asteraceae",NA,NA,NA,"present in megatree"
"Zygophyllum album","Zygophyllum","Zygophyllaceae",NA,NA,NA,"insertion based on genus"
"Zygophyllum fabago","Zygophyllum","Zygophyllaceae",NA,NA,NA,"present in megatree"
