genus,species,Temperature,Moisture,Frequency,Severity,Group,mass,NOTE
Trifolium,Trifolium lappaceum,6.686058303,3.963802538,1.86991,0.6016,High stress - High disturbance,0.823333333, 
Trifolium,Trifolium bocconei,7.642227497,2.44055412,2.22464,0.51184,High stress - High disturbance,0.361666667, 
Trifolium,Trifolium medium,4.28256319,3.676845428,1.62322,0.38625,Low stress - Low disturbance,1.9336, 
Trifolium,Trifolium micranthum,5.331228152,4.211479945,2.27654,0.53266,Low stress - High disturbance,0.4276625, 
Trifolium,Trifolium nigrescens,6.304084369,2.602874571,2.03798,0.68791,High stress - High disturbance,0.5, 
Trifolium,Trifolium ochroleucon,4.533719175,3.481946859,1.65217,0.37729,Low stress - Low disturbance,1.701745455, 
Trifolium,Trifolium ornithopodioides,5.472411714,3.245701767,2.39194,0.52973,Low stress - High disturbance,0.711971818, 
Trifolium,Trifolium pallescens,1.668761741,4.131645022,1.62965,0.31423,High stress - Low disturbance,0.62, 
Trifolium,Trifolium pallidum,5.980072536,2.849212363,2.08658,0.65345,High stress - High disturbance,0.8453, 
Trifolium,Trifolium physodes,6.864714056,3.535892083,1.54614,0.32649,High stress - Low disturbance,1.3004, 
Trifolium,Trifolium pratense,3.917843773,4.569074029,2.0182,0.49187,Low stress - High disturbance,1.585316838, 
Trifolium,Trifolium purpureum,4.89845825,2.234171336,1.85246,0.56818,High stress - High disturbance,1.153333333, 
Trifolium,Trifolium repens,4.065457078,4.516758741,2.14421,0.52325,Low stress - High disturbance,0.571033357, 
Trifolium,Trifolium resupinatum,5.809212138,4.621165538,2.06884,0.61472,Low stress - High disturbance,1.009090909, 
Trifolium,Trifolium rubens,4.590902461,3.085215271,1.52955,0.31811,Low stress - Low disturbance,2.106875, 
Trifolium,Trifolium scabrum,6.314954632,2.013881503,1.81419,0.58995,High stress - High disturbance,0.684939091, 
Trifolium,Trifolium squamosum,5.401379964,4.808146362,2.17188,0.549145,Low stress - High disturbance,1.484285714, 
Trifolium,Trifolium stellatum,6.784029895,2.591709702,1.82869,0.58988,High stress - High disturbance,3.351858018, 
Trifolium,Trifolium striatum,5.608504733,2.478904112,2.17215,0.53676,High stress - High disturbance,1.822163636, 
Trifolium,Trifolium strictum,5.443970654,2.843789344,1.97167,0.47324,High stress - High disturbance,0.421804444, 
Trifolium,Trifolium subterraneum,6.32611968,2.164990173,2.10603,0.62634,High stress - High disturbance,6.530998613, 
Trifolium,Trifolium suffocatum,6.382076219,3.575918116,2.07777,0.69686,High stress - High disturbance,0.20653, 
Trifolium,Trifolium sylvaticum,6.311923349,2.465766891,1.79226,0.47091,High stress - High disturbance,2.2538, 
Trifolium,Trifolium thalii,1.354202625,4.537392605,1.75513,0.34007,High stress - High disturbance,1.185866667, 
Trifolium,Trifolium tomentosum,6.864714056,3.535892083,1.99618,0.70782,High stress - High disturbance,0.60135, 
Trifolium,Trifolium boissieri,7.460044728,2.843595323,1.68441,0.45909,High stress - High disturbance,1.211, 
Trifolium,Trifolium leucanthum,6.437729808,2.667982429,1.89441,0.64811,High stress - High disturbance,2.526, 
Triglochin,Triglochin maritima,4.305009543,6.135690253,2.25933,0.48563,High stress - High disturbance,0.641314286, 
Trigonella,Trigonella gladiata,6.324438851,2.050883709,2.09939,0.58696,High stress - High disturbance,8.64, 
Trigonella,Trigonella balansae,6.595254106,3.568550129,1.2803,0.58696,High stress - High disturbance,1.32, 
Triplachne,Triplachne nitens,8.799375987,0.667778974,1.21394,0.49583,High stress - High disturbance,0.13, 
Tripolium,Tripolium pannonicum,4.574010727,5.689714224,2.12521,0.48942,Low stress - High disturbance,1.10625, 
Trisetum,Trisetum flavescens,3.830814458,4.461631365,2.09593,0.49224,Low stress - High disturbance,0.3442125, 
Trollius,Trollius europaeus,2.517681471,5.919582414,1.50624,0.39174,High stress - Low disturbance,0.906586957, 
Tuberaria,Tuberaria guttata,5.710311692,1.875817415,1.85493,0.37917,High stress - High disturbance,0.4429, 
Tulipa,Tulipa sylvestris,4.994125407,3.63586249,1.66174,0.415285,Low stress - High disturbance,6.00816, 
Tulipa,Tulipa cretica,6.423360141,1.20171913,1.75284,0.292,High stress - High disturbance,4.13459963,genus imputed
Turritis,Turritis glabra,4.351796888,3.272552789,1.55182,0.36899,Low stress - Low disturbance,0.087004391, 
Tussilago,Tussilago farfara,4.020948213,4.966339294,1.6192,0.54614,Low stress - High disturbance,0.262493333, 
Typha,Typha domingensis,5.614674434,7.930870471,1.85218,0.25267,High stress - High disturbance,0.088166667, 
Typha,Typha latifolia,4.482052483,7.977738932,1.7567,0.27204,High stress - High disturbance,0.070975, 
Typha,Typha angustifolia,4.840948926,7.990097051,1.79869,0.26611,High stress - High disturbance,0.106714286, 
Typha,Typha minima,4.51287449,7.56580121,1.84601,0.30222,High stress - High disturbance,0.03494, 
Tyrimnus,Tyrimnus leucographus,7.778432015,2.640440941,2.05638,0.74043,High stress - High disturbance,NA,not found
Ulex,Ulex europaeus,4.630609067,3.971310302,1.4092,0.28624,Low stress - Low disturbance,6.514028002, 
Ulex,Ulex gallii,4.698240442,4.866171587,1.44761,0.31232,Low stress - Low disturbance,6.224831818, 
Ulex,Ulex minor,5.481009825,4.83625365,1.48855,0.3,Low stress - Low disturbance,3.3185, 
Ulmus,Ulmus minor,5.2513817,4.910046231,1.35706,0.21154,Low stress - Low disturbance,5.973466667, 
Ulmus,Ulmus glabra,4.126389984,5.381276311,1.32913,0.15976,Low stress - Low disturbance,10.62080026, 
Umbilicus,Umbilicus rupestris,6.317794276,3.439070077,1.11714,0.33146,High stress - Low disturbance,0.009857143, 
Urospermum,Urospermum dalechampii,6.70673921,3.019767147,1.5553,0.44951,High stress - High disturbance,1.11, 
Urospermum,Urospermum picroides,7.008801593,2.35037274,1.75953,0.57419,High stress - High disturbance,1.8, 
Urtica,Urtica dioica,4.054575169,5.01366738,1.39281,0.39025,Low stress - Low disturbance,0.134518519, 
Urtica,Urtica urens,4.532354126,4.15903822,1.96213,0.77697,Low stress - High disturbance,0.5251, 
Vaccinium,Vaccinium myrtillus,2.905014923,4.683251424,1.18151,0.15898,High stress - Low disturbance,0.27637, 
Valeriana,Valeriana officinalis,4.103661693,5.959861413,1.42815,0.3617,Low stress - Low disturbance,1.0413, 
Valeriana,Valeriana dioica,4.084591176,6.597888461,1.66725,0.37149,High stress - Low disturbance,0.548763636, 
Veratrum,Veratrum nigrum,4.633861773,3.566925753,1.3653,0.19162,Low stress - Low disturbance,7.6916, 
Verbascum,Verbascum arcturus,7.460044728,2.022657226,1.55129,0.74,High stress - High disturbance,0.04, 
Verbascum,Verbascum speciosum,5.542630125,2.982655469,1.60036,0.44451,High stress - High disturbance,0.08, 
Verbascum,Verbascum phlomoides,5.188762257,3.434001518,1.76679,0.54188,Low stress - High disturbance,0.137977778, 
Verbena,Verbena officinalis,4.632056856,4.159746226,1.78016,0.63415,Low stress - High disturbance,0.357561538, 
Veronica,Veronica allionii,1.333321068,3.580615238,1.99089,0.31363,High stress - High disturbance,0.452419031,genus imputed
Veronica,Veronica alpina,1.170533928,5.418718545,1.678585,0.215785,High stress - High disturbance,0.055535714, 
Veronica,Veronica arvensis,4.438834324,4.05322629,2.05577,0.63945,Low stress - High disturbance,0.1181, 
Veronica,Veronica beccabunga,4.116022286,7.612163033,1.58637,0.39075,High stress - Low disturbance,0.107664286, 
Veronica,Veronica catenata,4.795919561,7.516855135,1.81399,0.40889,High stress - High disturbance,0.041355556, 
Veronica,Veronica anagalloides,5.222478621,7.061536126,1.92002,0.57132,High stress - High disturbance,0.03218, 
Veronica,Veronica fruticans,1.560750195,3.666380278,1.62261,0.31303,High stress - Low disturbance,0.129575, 
Veronica,Veronica gentianoides,4.167939056,4.726996882,1.72421,0.33506,Low stress - High disturbance,0.21, 
Veronica,Veronica longifolia,3.950245275,6.21727589,1.68391,0.48585,High stress - High disturbance,0.095384615, 
Veronica,Veronica chamaedrys,3.736273457,4.286504003,1.61084,0.37493,Low stress - Low disturbance,0.22512963, 
Veronica,Veronica officinalis,3.59040941,4.040966302,1.41761,0.22248,Low stress - Low disturbance,0.1439, 
Veronica,Veronica persica,4.650453211,4.338432577,2.04042,0.83772,Low stress - High disturbance,0.665421053, 
Veronica,Veronica polita,4.897813631,3.568882749,2.06511,0.84111,Low stress - High disturbance,0.3417, 
Veronica,Veronica praecox,5.572594496,2.44793719,1.89019,0.51238,High stress - High disturbance,0.192714286, 
Veronica,Veronica scutellata,3.62895032,7.182637062,1.73747,0.36979,High stress - High disturbance,0.18828, 
Veronica,Veronica serpyllifolia,3.761700029,4.711483531,2.04581,0.50357,Low stress - High disturbance,0.053338667, 
Veronica,Veronica spicata,4.719770156,2.595722835,1.8064,0.42241,High stress - High disturbance,0.136506667, 
Veronica,Veronica triphyllos,5.001523385,3.350072227,2.1195,0.79211,Low stress - High disturbance,0.407, 
Veronica,Veronica urticifolia,3.196167929,4.554199777,1.2461,0.11926,Low stress - Low disturbance,0.1008, 
Veronica,Veronica verna,4.748477049,2.479996964,2,0.50838,High stress - High disturbance,0.116135714, 
Veronica,Veronica montana,3.95273038,5.569807576,1.33076,0.17935,Low stress - Low disturbance,0.38934898, 
Viburnum,Viburnum lantana,4.735233952,3.561614621,1.29526,0.13336,Low stress - Low disturbance,43.68347242, 
Viburnum,Viburnum opulus,4.12855119,5.432143797,1.35946,0.18913,Low stress - Low disturbance,32.31783176, 
Vicia,Vicia bithynica,6.375231967,3.355370358,1.56126,0.45767,High stress - High disturbance,66.35, 
Vicia,Vicia cracca,3.855922611,4.536864499,1.82407,0.4945,Low stress - High disturbance,13.73295669, 
Vicia,Vicia cretica,6.423360141,2.022657226,1.58051,0.27319,High stress - Low disturbance,18.0865, 
Vicia,Vicia disperma,6.748053761,3.702968048,1.4866,0.35878,High stress - Low disturbance,11.52, 
Vicia,Vicia hirsuta,4.658673763,3.700346227,1.98453,0.66495,Low stress - High disturbance,6.37511, 
Vicia,Vicia hybrida,6.786015214,3.258658,1.64061,0.70797,High stress - High disturbance,29.168, 
Vicia,Vicia lathyroides,5.322798086,2.425099921,1.70391,0.41742,High stress - High disturbance,5.840357143, 
Vicia,Vicia lutea,5.754173904,3.458321524,1.91027,0.63273,Low stress - High disturbance,45.49789721, 
Vicia,Vicia orobus,4.418364536,4.334551688,1.67226,0.3746,Low stress - Low disturbance,24.02353333, 
Vicia,Vicia pannonica,4.98569763,3.517777978,1.91732,0.68641,Low stress - High disturbance,40.360625, 
Vicia,Vicia peregrina,6.030739806,3.058533199,2.00455,0.72823,High stress - High disturbance,59.1, 
Vicia,Vicia sativa,4.9642283,4.05877078,1.96985,0.6245,Low stress - High disturbance,24.59112632, 
Vicia,Vicia sepium,3.884110723,4.393941313,1.48176,0.31368,Low stress - Low disturbance,20.06077143, 
Vicia,Vicia cassubica,4.796538482,3.380821795,1.37638,0.18131,Low stress - Low disturbance,28.04727273, 
Vicia,Vicia tenuifolia,4.850510059,3.070118682,1.58857,0.37475,Low stress - Low disturbance,28.62684, 
Vicia,Vicia tetrasperma,4.511812316,4.199162218,1.96021,0.63588,Low stress - High disturbance,3.764727273, 
Vicia,Vicia villosa,5.017129197,3.288996435,1.82645,0.66892,Low stress - High disturbance,35.07424322, 
Vicia,Vicia sylvatica,3.546491482,4.53497894,1.35373,0.16801,Low stress - Low disturbance,21.621, 
Vincetoxicum,Vincetoxicum hirundinaria,4.454315872,3.081598955,1.42004,0.23787,Low stress - Low disturbance,7.312222222, 
Viola,Viola lutea,2.492282167,3.985731086,1.76306,0.4251,High stress - High disturbance,0.695969231, 
Viola,Viola reichenbachiana,4.220355187,4.529325673,1.31393,0.13415,Low stress - Low disturbance,1.160742857, 
Viola,Viola scorpiuroides,7.978387022,0.380781033,1.5064,0.36923,High stress - Low disturbance,1.484023121,genus imputed
Viola,Viola arvensis,4.075818673,3.933998847,2.01535,0.80157,Low stress - High disturbance,0.624037001, 
Viola,Viola tricolor,3.631382999,3.962388971,1.73649,0.5054,Low stress - High disturbance,0.596231579, 
Viscaria,Viscaria vulgaris,4.417782348,3.398772818,1.47199,0.24516,Low stress - Low disturbance,0.076488889, 
Vitex,Vitex agnus-castus,8.377083577,5.962563527,1.63505,0.41888,High stress - High disturbance,9.320467462, 
Vitis,Vitis vinifera,6.01128359,4.991466884,1.48985,0.38799,High stress - Low disturbance,34.30857143, 
Willemetia,Willemetia stipitata,2.192565577,7.066901678,1.66501,0.3093,High stress - Low disturbance,NA,not found
Xeranthemum,Xeranthemum cylindraceum,5.820962186,2.415180205,1.70708,0.48964,High stress - High disturbance,8.5474, 
Xeranthemum,Xeranthemum inapertum,6.367625248,2.796228358,2.00516,0.63787,High stress - High disturbance,3.9262, 
Zygophyllum,Zygophyllum fabago,7.877643291,1.878129092,1.64098,0.44091,High stress - High disturbance,4.433333333, 
